,Team,Seed,Year,Efficiency Margin,Offensive Efficiency,Defensive Efficiency,Tempo,Luck,Strength of Schedule,Opponent Offense,Opponent Defense,Non-Conference Strength of Schedule
0,Gonzaga,1,2017,32.05,118.4,86.3,70.1,0.02,2.99,106.2,103.2,1.02
1,Villanova,1,2017,29.88,122.4,92.5,64.0,0.01,9.33,109.8,100.4,3.55
2,North Carolina,1,2017,28.22,120.7,92.5,71.2,0.037,12.49,112.0,99.5,3.87
3,Kentucky,2,2017,27.72,119.1,91.4,71.9,0.006,10.98,110.4,99.5,3.74
4,Florida,4,2017,27.5,116.9,89.4,68.9,-0.041,12.46,110.2,97.7,8.19
5,Kansas,1,2017,27.45,122.0,94.5,70.2,0.067,12.43,111.2,98.7,2.39
6,West Virginia,4,2017,27.17,116.5,89.4,69.9,-0.043,10.84,110.0,99.2,-7.97
7,Wichita St.,10,2017,26.14,118.7,92.6,67.9,-0.021,1.5,105.0,103.5,-0.32
8,Louisville,2,2017,25.51,117.2,91.7,67.9,-0.023,11.14,111.6,100.4,4.2
9,Oregon,3,2017,25.02,118.2,93.2,67.0,0.034,8.05,109.2,101.1,0.51
10,SMU,6,2017,24.74,119.8,95.0,63.4,0.003,3.25,105.3,102.0,-0.92
11,Virginia,5,2017,24.29,112.2,87.9,59.1,-0.03,11.68,111.4,99.7,2.29
12,Baylor,3,2017,24.23,117.1,92.9,63.6,0.023,13.08,111.6,98.5,1.67
13,Duke,2,2017,24.17,121.0,96.9,68.2,0.014,11.43,111.0,99.5,0.03
14,Saint Mary's,7,2017,23.66,118.7,95.0,60.2,0.03,0.42,104.3,103.9,-4.12
15,UCLA,3,2017,23.63,124.0,100.4,72.5,0.021,5.18,107.9,102.7,-4.66
16,Iowa St.,5,2017,23.45,119.7,96.3,68.3,-0.019,14.05,112.6,98.5,-0.74
17,Arizona,2,2017,23.31,118.4,95.1,66.0,0.046,7.13,108.6,101.5,1.69
18,Purdue,4,2017,23.12,116.9,93.8,69.1,0.016,9.0,109.6,100.6,-2.37
19,Michigan,7,2017,23.05,122.3,99.3,63.0,-0.025,10.76,110.3,99.5,-0.53
20,Wisconsin,8,2017,22.99,115.1,92.1,63.4,-0.003,10.0,110.5,100.5,-1.29
21,Oklahoma St.,10,2017,22.47,126.0,103.5,70.3,-0.071,14.42,112.0,97.5,3.07
22,Cincinnati,6,2017,22.18,115.0,92.8,63.5,0.026,4.17,107.1,102.9,-0.47
23,South Carolina,7,2017,20.81,108.9,88.1,68.6,-0.005,10.63,110.1,99.5,1.93
24,Butler,4,2017,20.76,117.7,97.0,65.8,0.002,10.81,110.8,99.9,5.13
25,Florida St.,3,2017,20.06,115.5,95.4,71.2,0.039,8.82,110.6,101.8,-3.95
26,Notre Dame,5,2017,19.74,118.1,98.4,67.0,0.024,10.24,110.0,99.8,-3.84
27,Creighton,6,2017,18.83,115.3,96.5,71.1,0.004,8.97,110.2,101.3,-1.23
28,Kansas St.,11,2017,17.44,113.0,95.6,66.2,-0.029,11.56,110.6,99.0,-5.3
29,Xavier,11,2017,16.7,115.8,99.1,67.1,0.044,11.73,111.2,99.5,5.32
30,Marquette,10,2017,16.58,120.8,104.2,70.0,-0.058,9.03,109.1,100.0,-2.16
31,Vanderbilt,9,2017,16.53,112.4,95.9,65.7,-0.048,11.43,110.1,98.7,6.3
32,Rhode Island,11,2017,16.27,111.5,95.2,66.3,-0.033,4.27,106.8,102.5,1.62
33,Arkansas,8,2017,16.25,116.1,99.8,69.7,0.086,8.37,108.5,100.2,-1.55
34,Wake Forest,11,2017,16.25,120.9,104.6,70.6,-0.043,10.54,111.1,100.5,4.51
35,Minnesota,5,2017,16.0,109.7,93.7,69.4,0.022,8.09,108.9,100.8,-1.82
36,Northwestern,8,2017,15.82,111.3,95.5,65.5,0.019,8.32,108.9,100.6,-3.23
37,Dayton,7,2017,15.57,111.9,96.3,68.4,-0.021,3.64,105.9,102.2,2.53
38,Michigan St.,9,2017,15.51,111.4,95.9,66.8,-0.011,10.99,110.5,99.5,4.01
39,Miami FL,8,2017,15.03,109.9,94.8,63.0,0.031,9.39,110.6,101.3,-4.48
40,Middle Tennessee,12,2017,14.95,112.2,97.3,64.6,0.011,-0.93,104.4,105.3,3.86
41,Maryland,6,2017,14.33,113.1,98.8,67.1,0.061,7.74,108.3,100.5,-1.1
42,VCU,10,2017,14.07,110.1,96.0,68.7,0.026,3.65,105.8,102.1,0.91
43,Virginia Tech,9,2017,13.8,117.4,103.6,68.4,0.053,8.24,109.9,101.7,-7.98
44,Seton Hall,9,2017,13.64,109.5,95.8,67.5,0.058,9.65,110.2,100.5,-2.1
45,USC,11,2017,13.46,114.2,100.7,68.7,0.079,5.49,108.7,103.2,-3.37
46,Nevada,12,2017,13.31,114.7,101.3,69.7,0.055,1.29,104.5,103.2,-1.12
47,Princeton,12,2017,12.61,109.1,96.4,63.1,0.007,-1.08,103.9,104.9,2.18
48,UNC Wilmington,12,2017,12.46,118.0,105.6,70.3,0.039,0.4,105.1,104.7,2.17
49,Providence,11,2017,12.43,108.5,96.1,66.1,0.014,7.9,109.1,101.2,-4.48
50,Vermont,13,2017,11.67,111.0,99.4,64.4,0.053,-4.42,103.0,107.4,1.65
51,East Tennessee St.,13,2017,11.1,108.0,96.9,70.1,0.005,-1.17,105.4,106.5,0.38
52,Bucknell,13,2017,9.38,109.7,100.3,69.9,0.006,-3.61,101.3,104.9,0.9
53,New Mexico St.,14,2017,7.89,110.5,102.6,67.9,0.063,-4.52,101.0,105.5,-4.82
54,Florida Gulf Coast,14,2017,5.06,109.4,104.3,65.8,0.037,-4.8,103.7,108.5,2.14
55,Winthrop,13,2017,4.52,106.1,101.6,71.1,0.029,-7.14,100.7,107.8,1.93
56,Iona,14,2017,4.2,110.8,106.6,70.6,0.013,-1.94,103.7,105.6,-0.05
57,Troy,15,2017,2.04,109.7,107.7,68.1,-0.023,-2.86,102.4,105.2,-6.78
58,Northern Kentucky,15,2017,1.91,106.8,104.9,68.0,0.073,-3.35,102.9,106.2,-2.56
59,Kent St.,14,2017,1.68,104.9,103.2,68.3,0.024,-1.93,104.3,106.2,-5.91
60,Jacksonville St.,15,2017,0.63,105.9,105.2,63.5,0.028,-1.68,104.2,105.8,0.61
61,North Carolina Central,16,2017,0.37,102.3,101.9,66.6,-0.055,-12.43,97.6,110.1,-0.66
62,North Dakota,15,2017,0.03,103.6,103.6,71.5,0.048,-5.66,102.9,108.6,3.23
63,New Orleans,16,2017,-0.52,101.2,101.8,66.1,0.046,-5.29,102.3,107.6,8.32
64,South Dakota St.,16,2017,-1.19,110.2,111.4,67.1,0.029,-0.59,104.9,105.4,1.66
65,Mount St. Mary's,16,2017,-3.85,99.6,103.4,66.8,0.074,-4.48,101.9,106.4,11.52
66,Texas Southern,16,2017,-4.04,103.5,107.5,68.6,0.125,-8.49,100.2,108.6,12.68
67,UC Davis,16,2017,-4.41,97.8,102.2,68.9,0.131,-5.31,100.8,106.1,-0.95
0,Villanova,2,2016,32.01,121.7,89.7,67.2,0.023,10.67,109.6,98.9,5.28
1,North Carolina,1,2016,29.8,123.3,93.5,70.5,-0.055,11.64,111.0,99.4,5.11
2,Virginia,1,2016,29.66,119.5,89.9,62.3,-0.04,13.15,111.6,98.5,6.83
3,Kansas,1,2016,29.64,119.0,89.3,69.4,0.044,13.31,111.0,97.7,6.52
4,Michigan St.,2,2016,27.93,122.3,94.4,67.2,-0.012,7.87,107.1,99.2,2.45
5,Kentucky,4,2016,25.12,120.6,95.5,68.2,-0.046,9.34,108.4,99.0,6.23
6,West Virginia,3,2016,24.44,114.2,89.8,70.3,0.004,11.6,110.3,98.7,2.69
7,Purdue,5,2016,23.87,115.8,92.0,68.1,-0.046,8.61,109.0,100.3,1.1
8,Oklahoma,2,2016,23.79,116.8,93.0,70.6,0.082,13.34,111.0,97.6,3.64
9,Indiana,5,2016,23.02,120.6,97.6,69.1,0.0,7.49,108.6,101.1,0.14
10,Oregon,1,2016,22.63,117.9,95.3,69.1,0.041,9.74,108.6,98.9,3.33
11,Wichita St.,11,2016,22.55,110.2,87.6,66.5,-0.079,3.9,104.2,100.3,7.51
12,Xavier,2,2016,22.53,116.1,93.5,72.5,0.047,8.79,107.7,99.0,3.91
13,Miami FL,3,2016,22.44,118.3,95.9,66.3,0.077,12.55,111.3,98.7,5.04
14,Duke,4,2016,21.87,120.8,98.9,68.5,-0.026,12.55,111.9,99.3,7.42
15,Texas A&M;,3,2016,21.27,112.7,91.4,68.1,0.007,9.41,109.3,99.9,6.5
16,Arizona,6,2016,20.95,115.7,94.7,69.5,-0.038,7.81,107.8,100.0,0.13
17,Iowa St.,4,2016,20.93,120.1,99.2,71.5,-0.062,12.54,109.7,97.2,4.54
18,Gonzaga,11,2016,20.84,115.2,94.4,68.1,-0.038,3.88,106.7,102.8,7.74
19,Iowa,7,2016,20.25,115.0,94.8,69.3,-0.071,9.69,109.8,100.1,3.24
20,Maryland,5,2016,20.25,115.1,94.8,67.9,0.017,9.55,108.9,99.3,1.74
21,Baylor,5,2016,19.04,117.8,98.7,67.3,-0.012,12.35,109.5,97.2,1.62
22,Vanderbilt,11,2016,18.8,112.6,93.8,68.8,-0.105,9.23,108.8,99.5,5.95
23,Connecticut,9,2016,18.71,110.8,92.1,66.7,-0.036,7.0,107.2,100.2,2.39
24,Syracuse,10,2016,18.56,111.6,93.0,65.8,-0.027,11.25,110.6,99.4,1.95
25,California,4,2016,18.32,111.4,93.1,68.3,-0.053,8.69,109.2,100.5,0.84
26,Seton Hall,6,2016,18.28,110.0,91.7,70.7,0.016,9.27,108.1,98.9,-0.5
27,Butler,9,2016,17.31,116.9,99.6,68.8,-0.008,8.78,108.1,99.3,-0.91
28,VCU,10,2016,17.09,110.9,93.9,70.4,-0.07,4.59,106.9,102.4,3.46
29,Cincinnati,9,2016,17.06,110.0,93.0,65.0,-0.067,5.85,106.8,101.0,1.1
30,Utah,3,2016,16.78,114.4,97.6,66.5,0.112,10.45,109.4,98.9,4.86
31,Pittsburgh,10,2016,16.62,113.8,97.2,66.1,-0.011,10.48,110.7,100.2,-2.47
32,Notre Dame,6,2016,16.58,119.5,102.9,65.4,0.055,11.41,110.8,99.4,1.28
33,Wisconsin,7,2016,16.52,109.0,92.4,64.3,-0.022,10.72,110.1,99.4,5.05
34,Texas,6,2016,16.18,111.9,95.7,66.5,0.022,13.52,111.2,97.7,8.09
35,Stephen F. Austin,14,2016,15.64,111.1,95.5,68.3,0.008,-6.38,101.8,108.1,2.74
36,Saint Joseph's,8,2016,15.35,113.1,97.7,70.7,0.031,5.14,106.5,101.3,3.6
37,Providence,9,2016,14.5,108.9,94.4,69.4,0.063,9.44,109.0,99.6,-0.39
38,Yale,12,2016,14.35,109.3,94.9,66.9,0.027,-1.49,104.4,105.9,-2.34
39,USC,8,2016,14.24,112.9,98.6,72.0,-0.028,8.62,108.4,99.8,1.77
40,Michigan,11,2016,14.16,113.6,99.4,66.5,0.013,9.26,109.5,100.2,0.29
41,Texas Tech,8,2016,13.77,112.0,98.3,66.8,0.029,11.89,110.3,98.4,4.03
42,Arkansas Little Rock,12,2016,13.21,108.2,95.0,64.4,0.056,-1.66,103.0,104.7,-3.48
43,Colorado,8,2016,12.89,107.7,94.8,70.3,0.015,8.06,109.1,101.0,-0.17
44,Dayton,7,2016,12.63,105.5,92.9,68.9,0.082,5.05,107.2,102.1,6.17
45,Hawaii,13,2016,12.16,107.1,95.0,71.4,0.013,-1.02,102.4,103.5,-4.18
46,Oregon St.,7,2016,11.62,109.6,97.9,68.2,0.043,10.27,109.4,99.1,2.71
47,Tulsa,11,2016,11.5,110.0,98.5,69.2,-0.003,5.91,106.4,100.5,2.54
48,Northern Iowa,11,2016,11.15,108.5,97.3,64.2,0.013,4.28,105.1,100.8,6.47
49,South Dakota St.,12,2016,9.59,110.3,100.7,68.7,0.005,-0.73,103.5,104.3,-0.13
50,UNC Wilmington,13,2016,9.19,109.6,100.4,70.9,0.034,0.63,104.9,104.2,-4.35
51,Temple,10,2016,8.82,105.9,97.0,66.6,0.095,6.55,107.2,100.6,4.44
52,Stony Brook,13,2016,8.14,106.1,98.0,67.9,0.049,-6.11,102.3,108.4,2.21
53,Iona,13,2016,7.12,109.4,102.3,72.6,-0.005,-2.06,102.8,104.8,4.68
54,Fresno St.,14,2016,6.61,106.3,99.7,69.9,0.085,2.0,104.8,102.7,-0.84
55,Chattanooga,12,2016,6.54,106.3,99.8,67.3,0.132,-3.45,103.6,107.0,-1.0
56,Cal St. Bakersfield,15,2016,6.24,102.9,96.7,68.2,-0.002,-6.85,99.6,106.5,-4.1
57,Middle Tennessee,15,2016,4.71,103.5,98.8,68.7,0.088,-0.89,104.6,105.5,1.8
58,Green Bay,14,2016,3.73,107.2,103.5,76.3,0.057,-0.48,103.3,103.8,0.18
59,UNC Asheville,15,2016,3.41,102.4,99.0,70.8,-0.008,-4.17,102.6,106.8,2.44
60,Buffalo,14,2016,2.96,104.8,101.8,72.6,0.044,1.11,105.9,104.8,2.46
61,Weber St.,15,2016,2.46,102.3,99.8,68.2,0.02,-6.1,102.4,108.5,0.43
62,Florida Gulf Coast,16,2016,-0.11,102.4,102.5,68.6,-0.038,-5.05,103.8,108.8,-0.24
63,Austin Peay,16,2016,-5.1,103.3,108.4,70.4,0.06,-3.61,104.0,107.6,-1.36
64,Southern,16,2016,-5.75,99.4,105.1,69.7,0.04,-9.5,97.9,107.4,0.26
65,Hampton,16,2016,-7.41,98.6,106.0,72.0,0.157,-10.56,97.8,108.3,-0.22
66,Fairleigh Dickinson,16,2016,-10.65,103.3,114.0,72.0,0.097,-9.69,97.8,107.5,-1.8
67,Holy Cross,16,2016,-11.4,96.0,107.4,64.9,0.064,-6.94,100.8,107.7,-6.46
0,Kentucky,1,2015,36.9,119.4,82.5,63.0,0.048,9.86,107.9,98.0,7.48
1,Wisconsin,1,2015,33.7,127.0,93.3,59.4,0.015,11.0,108.2,97.2,6.74
2,Duke,1,2015,32.46,122.5,90.0,66.1,0.068,11.25,109.1,97.8,3.87
3,Arizona,2,2015,32.4,117.9,85.5,66.0,-0.032,8.04,107.1,99.1,2.49
4,Villanova,1,2015,30.65,120.6,89.9,64.9,0.031,8.41,107.1,98.7,2.28
5,Virginia,2,2015,30.08,113.6,83.5,58.9,0.023,8.79,107.4,98.6,2.7
6,Gonzaga,2,2015,27.76,119.7,92.0,65.4,0.019,5.11,106.2,101.1,5.79
7,Utah,5,2015,27.26,114.5,87.2,61.8,-0.053,8.42,107.5,99.0,2.67
8,Notre Dame,3,2015,24.95,123.4,98.5,63.9,0.062,8.56,106.7,98.2,-6.7
9,North Carolina,4,2015,23.85,117.1,93.2,69.2,-0.026,13.55,110.1,96.5,9.89
10,Oklahoma,3,2015,22.76,110.4,87.7,67.0,-0.044,11.3,108.9,97.6,2.84
11,Kansas,2,2015,22.7,112.5,89.8,67.2,0.071,14.01,109.6,95.6,11.45
12,Wichita St.,7,2015,22.16,113.7,91.6,62.8,0.022,3.62,104.2,100.6,4.82
13,Baylor,3,2015,22.11,114.5,92.4,62.3,-0.035,11.04,107.8,96.8,2.71
14,Michigan St.,7,2015,21.7,114.5,92.8,63.2,-0.017,11.2,109.3,98.1,1.93
15,Iowa St.,3,2015,21.45,116.9,95.5,69.9,0.006,11.27,107.9,96.6,1.73
16,Louisville,4,2015,21.22,108.2,86.9,65.1,0.027,10.45,108.4,98.0,1.33
17,Northern Iowa,5,2015,20.91,114.1,93.2,58.5,0.018,1.91,103.2,101.2,2.28
18,Ohio St.,10,2015,20.77,113.6,92.8,65.6,-0.042,8.25,107.4,99.1,-2.01
19,Butler,6,2015,20.09,108.1,88.0,63.9,-0.022,10.24,109.4,99.1,2.77
20,Xavier,6,2015,19.48,114.6,95.1,65.4,-0.062,10.84,108.3,97.5,3.77
21,Georgetown,4,2015,19.1,112.1,93.0,64.5,-0.0,11.29,109.6,98.3,7.14
22,Iowa,7,2015,19.02,112.0,93.0,64.2,-0.007,9.65,108.0,98.4,2.59
23,Texas,11,2015,18.9,110.3,91.4,62.6,-0.079,10.67,107.5,96.8,1.58
24,West Virginia,5,2015,17.62,110.5,92.8,68.4,0.087,10.5,107.9,97.4,-0.33
25,SMU,6,2015,17.5,111.0,93.5,63.4,-0.004,3.37,104.2,100.9,4.37
26,Providence,6,2015,16.72,110.5,93.8,65.8,0.039,10.99,108.6,97.6,5.33
27,BYU,11,2015,16.67,117.2,100.5,70.6,-0.055,4.59,105.8,101.2,5.88
28,Arkansas,5,2015,16.42,112.7,96.2,69.7,0.045,7.13,106.3,99.2,0.26
29,VCU,7,2015,16.27,109.0,92.8,66.6,0.044,7.11,106.6,99.5,10.14
30,San Diego St.,8,2015,15.93,102.8,86.9,61.1,0.026,4.3,105.0,100.7,5.92
31,North Carolina St.,8,2015,15.93,112.8,96.8,64.5,-0.003,11.3,108.6,97.3,4.17
32,Maryland,4,2015,15.72,109.3,93.5,64.5,0.128,8.39,107.4,99.0,1.07
33,Georgia,10,2015,15.09,107.4,92.3,64.7,0.001,9.19,107.4,98.2,3.32
34,Davidson,10,2015,14.97,117.6,102.7,67.1,0.056,3.17,103.9,100.7,-3.07
35,Oklahoma St.,9,2015,14.89,109.6,94.7,63.9,-0.045,10.85,107.0,96.2,0.18
36,UCLA,11,2015,14.68,110.8,96.1,66.6,0.032,9.25,106.9,97.6,5.69
37,Dayton,11,2015,14.23,107.2,93.0,64.3,0.022,4.32,104.4,100.1,2.57
38,Cincinnati,8,2015,14.14,106.0,91.9,60.0,-0.015,4.4,103.9,99.5,5.12
39,Purdue,9,2015,13.96,108.8,94.9,64.9,-0.006,8.55,108.1,99.6,0.62
40,Oregon,8,2015,13.91,113.1,99.2,67.1,0.119,8.39,107.5,99.1,1.77
41,Mississippi,11,2015,13.88,112.5,98.6,66.9,-0.032,7.95,106.3,98.3,1.13
42,Boise St.,11,2015,13.82,109.7,95.9,63.1,0.009,0.84,103.3,102.5,-0.05
43,Indiana,10,2015,13.81,117.7,103.9,66.8,-0.043,8.45,107.1,98.7,-1.11
44,LSU,9,2015,13.77,106.7,93.0,69.4,-0.043,5.83,105.2,99.3,-1.88
45,St. John's,9,2015,13.68,108.6,94.9,67.4,0.05,10.31,108.3,98.0,2.85
46,Stephen F. Austin,12,2015,13.66,111.7,98.1,66.2,0.021,-5.32,100.9,106.2,1.14
47,Buffalo,12,2015,11.84,109.2,97.3,68.7,0.001,1.54,104.5,102.9,-0.09
48,Valparaiso,13,2015,11.14,105.3,94.2,62.8,0.053,-1.89,102.8,104.7,-4.2
49,Georgia St.,14,2015,10.32,109.4,99.1,63.2,-0.003,-2.19,100.6,102.8,1.06
50,Harvard,13,2015,9.27,102.8,93.6,61.7,0.092,-0.33,102.7,103.0,0.14
51,UC Irvine,13,2015,7.1,104.2,97.1,64.2,-0.022,0.35,102.9,102.6,0.72
52,Wofford,12,2015,6.7,103.0,96.3,61.6,0.123,-4.32,102.4,106.7,5.11
53,New Mexico St.,15,2015,6.6,105.2,98.6,63.0,-0.042,-5.13,99.7,104.9,2.04
54,Wyoming,12,2015,5.67,102.7,97.1,59.5,0.084,-0.13,102.0,102.1,-6.85
55,Northeastern,14,2015,5.11,106.1,101.0,63.8,0.025,-1.79,102.7,104.5,0.4
56,Albany,14,2015,3.31,105.1,101.8,61.5,0.054,-5.87,98.7,104.6,-2.22
57,Eastern Washington,13,2015,3.27,110.9,107.6,68.5,0.067,-4.58,102.4,107.0,1.16
58,UAB,14,2015,3.06,102.9,99.8,65.4,0.025,1.38,103.0,101.6,6.02
59,Coastal Carolina,16,2015,2.37,104.7,102.3,64.8,0.006,-6.56,100.6,107.2,-4.66
60,Belmont,15,2015,2.29,108.1,105.8,67.2,0.066,-3.12,101.0,104.1,-2.29
61,North Florida,16,2015,2.25,106.3,104.1,67.7,-0.021,-7.94,99.1,107.1,-1.6
62,North Dakota St.,15,2015,1.38,101.7,100.3,61.5,0.105,-4.45,101.2,105.7,-5.7
63,Manhattan,16,2015,0.32,99.8,99.5,68.3,-0.001,-4.12,100.3,104.4,-2.64
64,Robert Morris,16,2015,-1.42,101.0,102.4,66.3,0.055,-4.46,101.3,105.7,2.13
65,Lafayette,16,2015,-2.1,110.9,113.0,65.1,0.096,-3.99,101.5,105.5,-1.04
66,Texas Southern,15,2015,-3.86,101.9,105.8,64.2,0.129,-7.95,98.0,105.9,9.56
67,Hampton,16,2015,-7.37,94.6,102.0,69.5,0.03,-7.92,97.8,105.7,-3.16
0,Louisville,4,2014,30.4,118.3,87.9,68.9,-0.044,5.24,107.1,101.9,-1.38
1,Arizona,1,2014,30.12,115.9,85.8,64.4,0.014,10.38,110.0,99.6,5.62
2,Florida,1,2014,28.55,116.0,87.4,62.9,0.053,9.96,109.5,99.5,5.64
3,Virginia,1,2014,26.45,114.1,87.7,61.2,0.013,9.38,109.4,100.0,4.12
4,Wisconsin,2,2014,25.83,121.4,95.6,63.9,0.019,12.08,110.2,98.1,6.15
5,Wichita St.,1,2014,25.36,117.1,91.8,64.9,-0.009,1.68,105.8,104.1,4.84
6,Kansas,2,2014,24.55,118.7,94.1,68.5,-0.05,13.04,112.2,99.2,11.58
7,Duke,3,2014,24.22,124.1,99.9,65.9,-0.035,10.01,109.5,99.4,6.25
8,Michigan St.,4,2014,23.92,118.0,94.1,66.0,-0.003,11.19,110.1,99.0,3.26
9,Tennessee,11,2014,23.67,117.3,93.6,63.2,-0.098,8.83,108.9,100.0,4.08
10,Villanova,2,2014,23.63,115.7,92.1,67.8,0.075,8.03,110.0,101.9,4.52
11,Michigan,2,2014,23.44,123.3,99.9,62.9,0.048,11.95,110.0,98.1,2.55
12,Kentucky,8,2014,22.57,117.8,95.3,65.7,-0.025,11.29,110.4,99.1,7.72
13,UCLA,4,2014,22.52,118.1,95.6,69.9,-0.019,8.54,109.2,100.6,0.46
14,Connecticut,7,2014,22.11,113.0,90.9,65.2,0.08,9.71,109.4,99.7,3.98
15,Pittsburgh,9,2014,21.88,116.3,94.4,63.4,-0.038,8.89,108.2,99.3,0.77
16,Creighton,3,2014,21.69,123.6,102.0,65.2,0.024,8.1,108.3,100.2,3.47
17,Syracuse,3,2014,21.59,114.0,92.5,61.1,0.017,8.59,109.7,101.1,2.97
18,Ohio St.,6,2014,21.31,108.6,87.3,65.8,-0.043,9.42,109.6,100.1,1.37
19,Iowa St.,3,2014,21.05,118.3,97.2,71.7,0.064,11.41,111.1,99.6,3.88
20,Oklahoma St.,9,2014,20.93,115.4,94.4,69.0,-0.109,9.87,109.8,100.0,1.29
21,Iowa,11,2014,20.41,119.6,99.2,69.9,-0.116,9.22,108.6,99.4,-2.65
22,San Diego St.,4,2014,20.37,109.8,89.4,63.8,0.068,5.2,107.6,102.4,3.98
23,Gonzaga,8,2014,20.14,113.4,93.3,67.0,0.016,5.59,108.8,103.2,4.3
24,VCU,5,2014,19.8,108.6,88.8,70.2,-0.058,6.2,107.4,101.2,3.31
25,Baylor,6,2014,19.34,118.3,98.9,63.6,0.012,11.55,111.2,99.6,4.27
26,Cincinnati,5,2014,19.24,109.0,89.8,63.0,0.036,6.11,107.6,101.5,0.24
27,Oregon,7,2014,19.0,118.3,99.3,69.7,-0.037,8.67,109.4,100.7,2.89
28,North Carolina,6,2014,18.44,112.1,93.6,70.9,0.001,9.88,110.6,100.7,4.45
29,Oklahoma,5,2014,17.85,117.3,99.4,71.1,-0.022,10.08,110.2,100.1,3.09
30,Harvard,12,2014,17.58,112.2,94.7,65.4,0.02,-0.41,103.8,104.2,-0.02
31,New Mexico,7,2014,17.17,112.9,95.7,66.0,0.033,5.46,107.6,102.1,5.36
32,Stanford,10,2014,16.04,111.8,95.8,67.0,0.016,10.08,110.1,100.0,4.99
33,Saint Louis,5,2014,15.71,105.2,89.5,67.4,0.04,5.55,107.1,101.5,-0.09
34,Memphis,8,2014,15.21,111.8,96.5,69.3,0.048,8.08,108.3,100.2,3.02
35,Arizona St.,10,2014,14.85,110.6,95.8,68.9,0.003,8.37,108.6,100.3,-0.06
36,Texas,7,2014,14.51,111.2,96.7,68.6,0.093,10.55,111.0,100.4,1.33
37,Dayton,11,2014,14.24,113.2,99.0,65.5,0.038,6.91,107.6,100.7,1.74
38,Kansas St.,9,2014,14.06,107.2,93.1,65.5,0.002,9.71,110.8,101.1,-0.2
39,Providence,11,2014,13.79,113.9,100.2,64.9,0.052,8.82,109.0,100.2,3.13
40,BYU,10,2014,13.77,113.9,100.1,72.8,-0.003,6.58,109.2,102.6,8.44
41,George Washington,9,2014,13.76,110.2,96.5,67.6,0.057,5.99,107.1,101.1,1.45
42,Massachusetts,6,2014,13.44,109.4,95.9,71.8,0.065,7.47,107.6,100.1,6.05
43,Xavier,12,2014,13.08,112.2,99.1,65.9,0.018,8.95,109.2,100.3,3.54
44,Saint Joseph's,10,2014,12.91,111.7,98.8,66.0,0.079,6.67,107.3,100.6,1.58
45,Nebraska,11,2014,12.65,108.2,95.5,65.9,0.047,10.0,108.3,98.3,1.09
46,North Dakota St.,12,2014,11.75,114.9,103.1,64.1,0.089,0.33,105.8,105.5,2.96
47,North Carolina St.,12,2014,11.57,113.4,101.8,65.8,0.065,8.92,108.6,99.7,-0.16
48,Colorado,8,2014,11.21,107.0,95.8,66.7,0.12,9.78,109.6,99.8,4.55
49,Stephen F. Austin,12,2014,10.85,111.7,100.9,63.8,0.073,-7.82,101.3,109.1,-5.96
50,New Mexico St.,13,2014,10.57,112.3,101.7,66.9,-0.029,-3.78,102.5,106.3,1.98
51,Manhattan,13,2014,10.18,106.6,96.4,69.6,-0.008,-0.93,104.8,105.7,1.22
52,Tulsa,13,2014,8.92,105.5,96.6,68.7,-0.023,0.68,104.6,103.9,3.13
53,Mercer,14,2014,8.38,110.2,101.8,65.5,0.022,-4.63,103.1,107.7,3.32
54,North Carolina Central,14,2014,7.98,108.1,100.1,64.3,0.041,-10.8,97.5,108.3,-3.58
55,Delaware,13,2014,5.84,111.4,105.6,71.5,0.064,-1.47,104.4,105.9,0.85
56,Louisiana Lafayette,14,2014,5.19,109.7,104.5,70.4,0.038,-0.91,104.4,105.3,3.39
57,American,15,2014,4.56,102.8,98.3,61.5,0.008,-3.32,102.8,106.1,-3.27
58,Eastern Kentucky,15,2014,3.95,111.7,107.8,66.6,0.037,-5.17,103.5,108.7,-5.13
59,Western Michigan,14,2014,3.35,105.7,102.4,66.7,0.098,-1.87,103.5,105.3,-3.09
60,Milwaukee,15,2014,0.11,104.1,104.0,67.6,0.118,-0.54,103.7,104.2,-4.04
61,Weber St.,16,2014,-0.57,105.8,106.4,64.7,-0.008,-6.58,103.0,109.5,4.36
62,Cal Poly,16,2014,-0.77,103.0,103.8,61.0,-0.044,1.53,106.6,105.0,7.3
63,Albany,16,2014,-1.02,102.2,103.3,63.6,0.003,-5.98,100.7,106.7,-1.5
64,Wofford,15,2014,-1.95,100.0,101.9,62.3,0.025,-6.96,102.5,109.5,3.72
65,Mount St. Mary's,16,2014,-3.96,107.2,111.2,69.8,0.03,-4.95,102.0,107.0,1.18
66,Coastal Carolina,16,2014,-5.0,97.6,102.6,67.8,0.04,-7.2,102.1,109.3,-3.97
67,Texas Southern,16,2014,-7.48,106.0,113.5,67.3,-0.004,-11.84,96.9,108.7,-1.23
0,Louisville,1,2013,32.9,116.0,83.1,66.8,-0.016,10.43,106.1,95.7,4.3
1,Florida,3,2013,31.18,115.5,84.3,63.4,-0.089,7.39,104.5,97.2,5.64
2,Indiana,1,2013,29.28,119.0,89.8,67.1,-0.021,10.24,106.1,95.8,-0.55
3,Michigan,4,2013,27.8,120.2,92.4,65.1,-0.006,11.39,107.1,95.7,0.24
4,Gonzaga,1,2013,27.79,118.6,90.9,64.5,0.026,5.03,104.4,99.4,6.74
